conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1965966911847674103,Thu Sep 11 02:33:32 +0000 2025,20, katanya demo tuntutan 17+8 kok ada yang nempel tuntutan di pagar https://t.co/caeD3KdkIY,1965966911847674103,https://pbs.twimg.com/media/G0iEe3CagAA-Vd6.jpg,,in,,1,10,1,https://x.com/undefined/status/1965966911847674103,834268510939287552,
1965954366218858747,Thu Sep 11 03:53:04 +0000 2025,1,@RatnaPuspi16942 @Kapitein_1825 Wah RatnaPuspi16942 mual gampang datang ya apalagi lihat politik gaduh ini demo soal 17+8 tuntutan rakyat emang bikin perut ikut bergejolak! Kalau Capt Kapitein_1825 dari pengamatan dia tampak tangguh tapi siapa tahu sering minum obat pusing? Capt cerita dong! ,1965986928907649485,,RatnaPuspi16942,in,,0,1,0,https://x.com/undefined/status/1965986928907649485,1720665183188922368,
1967178233721610404,Sun Sep 14 10:46:53 +0000 2025,0,omi kamu move on aja omi jgn buang2 waktu omi ,1967178233721610404,,,in,,0,0,0,https://x.com/undefined/status/1967178233721610404,1217993854386728960,
1966392245596401726,Fri Sep 12 06:43:39 +0000 2025,0,bgst bgst bgsttttt bangsat semua bajgsattttttttttt,1966392245596401726,,,in,,0,0,0,https://x.com/undefined/status/1966392245596401726,1217993854386728960,
1967169140021772753,Sun Sep 14 10:10:45 +0000 2025,0,WOYYYYYYY GW SPEECHLESS,1967169140021772753,,,in,,0,0,0,https://x.com/undefined/status/1967169140021772753,1217993854386728960,
1966386563954442490,Fri Sep 12 06:21:05 +0000 2025,1,Day 12 september hitam sampe 17+8 Tuntutan Rakyat. Transparansi. Reformasi. Empati. didengar dan dikerjakan kamu jangan lupa makan siang ya biar janinnya selalu sehat untuk calon anak-anak kamu nanti https://t.co/Z73l8tA35X,1966386563954442490,https://pbs.twimg.com/media/G0oCJ0eaMAEtSAb.jpg,,in,,0,1,0,https://x.com/undefined/status/1966386563954442490,3266632513,
1967158106871443844,Sun Sep 14 09:26:55 +0000 2025,1,https://t.co/EhF1tKVW3a Kawal terus 17+8 Tuntutan Rakyat sampai sejauh mungkin... Sejauh mana para pejabat di lembaga legislatif eksekutif yudikatif dan lembaga pertahanan/keamanan negara menanggapi dan mewujudkannya.,1967158106871443844,,,in,,0,0,0,https://x.com/undefined/status/1967158106871443844,1726429887194628096,
1966363005324775517,Fri Sep 12 04:47:28 +0000 2025,7,perwujudan e-Government ayo yg bikin tuntutan 17+8 via grup call selama tiga jam yg menguras pikiran dan emosi jangan mau kalah. yok bisa yok ,1966363005324775517,,,in,,0,2,0,https://x.com/undefined/status/1966363005324775517,143902557,
1965560500621881807,Tue Sep 09 23:38:36 +0000 2025,1,Bahlil Lahadalia Janji Partai Golkar Beri Respons Terukur Soal 17+8 Tuntutan Rakyat Ketua Umum Partai Golkar Bahlil Lahadalia https://t.co/K1hQPkD5iU #golkarindonesia #golkarsolid #partaigolkar #golkarpedia #bahlillahadalia https://t.co/acZom0OAT9,1965560500621881807,https://pbs.twimg.com/media/G0cS2-XagAA1iLZ.jpg,,in,,0,0,1,https://x.com/undefined/status/1965560500621881807,1593171387057049600,
1966442331801796889,Fri Sep 12 10:02:41 +0000 2025,0,Pemerintah telah merespon 17+8 tuntutan rakyat. Perjuangan untuk keadilan sosial sedang berjalan. #SuaraRakyat #KeadilanSosial #17plus8 #Perubahan #IndonesiaMaju #BersatuUntukBangsa https://t.co/1YQrMLscbD,1966442331801796889,https://pbs.twimg.com/media/G0o03U5a0AAbapN.jpg,,in,,0,0,0,https://x.com/undefined/status/1966442331801796889,1900615618036174848,
1966319285036622069,Fri Sep 12 01:53:44 +0000 2025,18,Pertemuan Pak Prabowo dan tokoh-tokoh senior Gerakan Nurani Bangsa salah satnya membahas yang tidak ada di tuntutan 17 - 8 yaitu tentang reformasi kepolisian. Ini bagus mungkin terlupa saat influencer merumuskan tuntutan yang sebagian besar sudah dipemuhi DPR dan Presiden.,1966319285036622069,,,in,,0,1,7,https://x.com/undefined/status/1966319285036622069,3252997136,
1965569660923117843,Wed Sep 10 00:15:00 +0000 2025,1,Tuntutan 17+8 perlu dipahami bukan hanya sebagai suara mahasiswa atau warga kota melainkan juga jeritan desa. #Headline https://t.co/fJud0m8HEr,1965569660923117843,,,in,,0,0,1,https://x.com/undefined/status/1965569660923117843,23786106,
