text,datetime,time_text
THIS,2025-09-01T02:53:58.000Z,1 Sep
AWAS!!!! PENGALIHAN ISU TETEP KAWAL,2025-09-03T15:20:04.000Z,3 Sep
春の雨 @fauzaanatmaja · 1 Sep Kutipan Aurelia V @senjatanuklir · 31 Agt 7+8 Tuntutan Rakyat dalam seminggu dan setahun (dengan deadline). #ResetIndonesia  81,2025-08-31T17:05:26.000Z,1 Sep
Tbh i think we should demand early parliamentary election  Create new parties and track down on corrupt members,2025-09-01T03:49:16.000Z,1 Sep
"Please take actions and be responsive towards this issue, Bapak  @prabowo  yang terhormat, also  @DPR_RI . Show that you actually carry your responsibility and accountability.",2025-09-02T02:22:35.000Z,2 Sep
GUYS LET’S GO KAWAL 17+8 SAMPE TUNTAS,2025-08-31T17:05:47.000Z,1 Sep
"hasil diskusi 3 jam by call, budget Rp 0  harusnya yg mewakili rakyat tuh yg ada isinya begini, bukan yg kerjanya nyari isi perut muluk",2025-08-31T21:57:57.000Z,1 Sep
17+8 TUNTUTAN RAKYAT! Udah patuh nih buat kondusif sejak hari ini meskipun banyak jebakan batman (dari kalian juga). Sekarang udah saatnya kalian yang PATUH sama tuntutan kita semua.,2025-09-01T13:31:36.000Z,1 Sep
"kalo sampe tuntutan ini sampe di acc dan di laksanakan, aku Do'akan pemerintah dan para pejabat nya sehat dan panjang umur.",2025-09-01T03:05:35.000Z,1 Sep
"postingan ini ada di ig gak sih, mw post ke story ih",2025-09-02T12:02:16.000Z,2 Sep
"Eskalasi kebijakan yg progresif tapi juga berlandaskan substansi konteks isu sosial & berpihak ke rakyat dari eksekutif, kontrol penuh dgn kepekaan sosial & landasan UUD yg proper. Legislatif juga hrs aktif sbg Check&Balance dlm iklim demokrasi & serius perjuangkan UU yg berpihak",2025-09-01T09:02:02.000Z,1 Sep
Guys!!,2025-09-01T11:04:44.000Z,1 Sep
BACAAAAAA ORANG BERPENDIDIKAN KAN?!!  Mau tetep di jabatan kan?!  @prabowo   @puanmaharani_ri   @gibran_tweet   @ListyoSigitP   #BubarkanDPR #IndonesiaGelap #PolriMusuhBersama #POLISIPEMBUNUH,2025-09-01T05:53:35.000Z,1 Sep
"PR nya udah dibreakdown, trus dibikin checklist poin-poin. Kurang enak apa bjir",2025-08-31T18:33:32.000Z,1 Sep
"@prabowo  ndut ini pisang nya udah dikupasin dan disuapin, lu tinggal ngunyah dan nelen aja ndut. masih ga bisa juga? ini bukan ujian open book lagi ndut, jawabannya udah didiktein langsung ama dosennya ndut, lu tinggal tulis, masih ga bisa jugaa?",2025-09-01T11:54:31.000Z,1 Sep
"Tambahan 1. Batalkan pajak yang mencekik rakyat 2. Turunkan gaji dan tunjangan DPR hingga di batas wajar serta audit anggaran Triliuan DPR, termasuk hapus perjalanan dinas luar negeri DPR serta pensiunan DPR (mereka kan kerja cuma 5 tahun kenapa dikasih dana pensiun? Beban)",2025-09-01T00:06:48.000Z,1 Sep
Pemerintah!!!  Tolong dengarkan 7+8 Tuntutan Rakyat dalam seminggu dan setahun  #ResetIndonesia,2025-09-01T10:39:39.000Z,1 Sep
enak banget nih udah dibreakdown sama rakyatnya,2025-09-01T03:32:55.000Z,1 Sep
"udah di breakdown ama rakyat, bahkan mereka bahas ini cuman via telepon WA",2025-09-01T03:16:14.000Z,1 Sep
BUKTIKANNNNNNN !!!,2025-08-31T19:03:02.000Z,1 Sep
enak banget nih udah dibreakdown sama rakyatnya. plis ya dibaca! kalo sampe ga ngerti juga sih keterlaluan dah lu pada yang di pemerintahan.  #ResetIndonesia,2025-08-31T20:16:34.000Z,1 Sep
ladang ceklis,2025-09-01T02:29:55.000Z,1 Sep
Bantu share sebanyak-banyaknya guys. Kalo masih ada yg nanya ngapain demo kita sodorin ini kalo masih ga paham juga mending suruh sekolah lagi #ResetIndonesia,2025-09-01T15:29:25.000Z,1 Sep
okay what if ini gk dilaksanakan sama government dan still tone deaf???? apa tindakan kita selanjutnya??,2025-09-02T08:24:41.000Z,2 Sep
Ini baru namanya perwakilan rakyat ga malu tuh yg katanya DPR,2025-08-31T16:56:37.000Z,31 Agt
"Kalau Govt dan DPR masih bingung aha mau ngapain, ini listnya lengkap dari tujuan sampai caranya.  Bukan pidato atau konpers yang isinya ""akan"", ""akan"", ""menghimbau"", dan berdiksi buram. Udah sejelas ini gak dipenuhi mah kebangetan di-carry-nya.",2025-09-01T01:52:04.000Z,1 Sep
iqro  @prabowo,2025-09-01T07:48:27.000Z,1 Sep
"Nah ini saya dukung, bukan tuntutan BEM SI lokal fasis yang probably psyop juga lagi momen ginian malah poinnya pingin persekusi minoritas. YES, BENERAN. Dasarnya ya nilai timur dan agam4 lagi, bedanya ama pertahana apaan monyet",2025-09-01T00:58:53.000Z,1 Sep
"tuntutan2 yg dicantumkan oleh rekan kerja Ferry Irwandi di ""Malaka Project"" yaitu saudari Aurelia Vizal  @senjatanuklir   . Anehnya rekan2 kerjanya yang jelas2 aktif dalam mengajak & mengkoordinasi demo tidak disebut oleh Ferry Irwandi sebagai dalang demo.",2025-08-31T22:35:07.000Z,1 Sep
baca guys,2025-09-01T01:37:14.000Z,1 Sep
Untuk sektor anti-korup. PENGUATAN INDEPENDENSI KPK dulu baru penguatan UU tipikor dan UU perampasan aset.,2025-09-02T03:54:32.000Z,2 Sep
"Bantu amplifikasi semua, share sebanyaknya. Saatnya yg muda2 aja yg ambil alih",2025-08-31T18:48:32.000Z,1 Sep
"TOLONGGGGGGG. BUKA MATA, BUKA TELINGA. JANGAN BUDEG  @prabowo   @DPR_RI",2025-08-31T17:10:49.000Z,1 Sep
"Wkwkwkwkwk... mana mau mereka merealisasikan tuntutan kek gini. Ini mah sama aja kampanye ""perubahan"" Anies Baswedan dlu   Ntar bisa2 muncul tuntutan batalkan program MBG, pembangunan IKN dan proyek perpanjangan jalur kereta Whoosh. Mau ditaro dimana muka presiden",2025-08-31T19:11:02.000Z,1 Sep
"apa gue print ini yaa?!?? barusan emak2 tetangga gue ngoceh2 kek orang tolol, malah bilang 'yg demo ga jelas, maen bakar ini itu' 'orang mah jelas tuntutannya apa? tujuannya ke siapa?', efek stasiun tv lokal dibungkam nii anying",2025-09-01T07:08:46.000Z,1 Sep
The list of bare minimums to do:,2025-09-01T02:01:45.000Z,1 Sep
#ResetIndonesia  Silakan dibaca ya pak/bu  @prabowo   @DPR_RI,2025-09-01T03:05:47.000Z,1 Sep
Love this pink and green power #ResetIndonesia,2025-09-01T15:48:06.000Z,1 Sep
"ini kalau pemerintah belum mengerti juga, saya juga angkat tangan dengan kebodohan yang ada.",2025-08-31T18:32:37.000Z,1 Sep
"Temen w bikin igs tentang tuntutan ini, ada temennya yg isilop reply kasih sop pengendalian massa  ga nyambung banget bgsd",2025-09-01T09:19:35.000Z,1 Sep
i hope that what the President said in his yesterday Press Conference about inviting representatives to hold a public dialogue with the DPR will truly be conducted,2025-09-01T02:54:06.000Z,1 Sep
"sorry OOT, tiap liat warna pink sama ijo langsung kepikiran ""iguro san""",2025-09-01T13:37:53.000Z,1 Sep
"masih terlalu general, kurang spesifik, dan perlu ada tuntutan tambahan. but its okay lah",2025-09-01T05:51:17.000Z,1 Sep
Kurang apa si prabski di kasih problem solving segratis ini,2025-09-01T06:41:06.000Z,1 Sep
"GOKILL HASIL 3 JAM MEETING !!! kata gue mah orang DPR malu ih kerjanya tiap hari rapat2 pake fasilitas mewah gaji ga ngotak. kalah sama modal zoom meeting 3 jam doang, ga digaji lagi wkwk",2025-08-31T19:25:06.000Z,1 Sep
I’d say this is a fair deadline.  Walk the Talk!,2025-08-31T17:00:55.000Z,1 Sep
"padahal rakyatnya sepinter ini, seluas ini idenya kalau mau musyawarah. malah milih naruh orang orang bodoh dikursi dpr",2025-08-31T17:17:09.000Z,1 Sep
udh dibuatin to do listnya nih tinggal dilakuin aja sama petinggi petinggi itu. kurang enak apa lagi sihh,2025-08-31T18:34:12.000Z,1 Sep
"Kaum kaum boomer udah di rangkum nih, ga baca sih kebangetan",2025-09-01T06:35:02.000Z,1 Sep
gua suka banget sama tone dan pemilihan warnanya  kudos buat designernya,2025-08-31T18:14:49.000Z,1 Sep
"udah dibreakdownin dan dibuat se-estetik mungkin biar nyaman bacanya, kalo sampe ga dibaca dan dilakuin si kelewatan bgt, mana isinya nih sbnrnya tuh bare minimum untuk menjadi penjabat dan aparat yg baik loh",2025-08-31T18:40:14.000Z,1 Sep
i love how we use PINK for this time’s protest!! #ResetIndonesia,2025-09-01T04:51:40.000Z,1 Sep
when your people are more capable for handling this country than the president himself,2025-09-01T01:16:56.000Z,1 Sep
"After a week of provoking & inciting the people to ""revolt"" against the government & coordinating these protests, these are your demands?  These do not resolve the real problems, which are Western Imperialism & the Puppet Government they install.  @senjatanuklir   @BudiBukanIntel",2025-08-31T22:05:14.000Z,1 Sep
pink really goes well with green.  #ResetIndonesia,2025-09-01T11:37:13.000Z,1 Sep
"Daaaan  Instead bikin tuntutan sampe 17+8 dan bikin puyeng bacanya di grassroot, bahkan untuk sesama oposisi X pun, kenapa ga bikin kek gini aj?  Ini versi gw ya. Dan mestinya masih bisa lebih ringkas lagi.  Barangkali yang lain punya versi ringkasnya sendiri. Feel free to add.",2025-09-02T02:42:26.000Z,Sep 2
bener sih,2025-09-02T02:14:24.000Z,Sep 2
Itu dieeeeeee knp 17+8 sih w jg kaya ??????,2025-09-02T03:00:13.000Z,Sep 2
Padahal generasi muda mestinya akrab dengan istilah 'tldr',2025-09-02T02:43:57.000Z,Sep 2
"Setuju, kurang bisa sampai ke akar rumput, begitu pula dengan identitas gerakan seperti warna biru hijau pink itu, i mean sudah cukup bagus tapi semoga tidak berhenti jadi suatu yang performatif saja seperti liberal di barat sana.   Mungkin ya soal ""terlalu panjang dan susah",2025-09-02T01:28:13.000Z,Sep 2
Agreed. Dibuat sama mereka yang kelamaan di menara gading sih.    Buruh-buruh kerah biru mana bisa hapal tuntutan sepanjang itu.   This breeds a crucial problem: Diseminasi ke akar rumput,2025-09-02T02:41:54.000Z,Sep 2
Hold up.....  There was a demand? (I legit missed that part),2025-09-02T02:34:46.000Z,Sep 2
Influencer tuh gini!!! Thanks buat mereka yg punya akun gede mau ikut berisik menyuarakan aspirasi rakyat,2025-09-04T08:43:21.000Z,Sep 4
Sekalian pantengin website ini biar tau progres dari tiap tuntutannya    https:// bijakmemantau.id/tuntutan-178,2025-09-04T09:39:02.000Z,Sep 4
"Found a beautiful statement by Kak Abi. Setidaknya dengan adanya momentum ini walau perubahan dari pemerintah tidak sempurna, kita jadi berhasil bangkitin kemelekan masyarakat akan politik, sudah berhasil bangkitin keberanian untuk menyuarakan aspirasi, and that’s so true!",2025-09-04T08:33:21.000Z,Sep 4
THIS!,2025-09-04T18:45:18.000Z,Sep 5
"Dengan ini semua sudah jelas ya. Tuntutan kami apa. Gak ada lagi tuduhan-tuduhan makar atau teror apalah. Gak ada lagi asumsi-asumsi.   Kalaupun ada dugaan ada yang menunggangi, silakan diusut. Tapi jangan tangkap sekutu kami. Bebaskan para aktivis dan mahasiswa.",2025-09-04T08:56:50.000Z,Sep 4
Ya meskipun artis tapi minimal ditemuin lah ya,2025-09-04T08:40:12.000Z,Sep 4
PANTAU TERUS,2025-09-04T09:28:58.000Z,Sep 4
"dh @dms_hrl · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 125",2025-09-04T08:11:57.000Z,Sep 4
Chiaaa,2025-09-07T04:08:15.000Z,Sep 7
Insyaallah.,2025-09-04T09:09:17.000Z,Sep 4
DPR cuman muncul kalo artis yang udah turun kejalan soalnya takut citranya rusak ya kalo ga ketemu mereka? Miris,2025-09-04T10:15:05.000Z,Sep 4
SEMANGAT SEMUANYA!!!!,2025-09-04T08:52:13.000Z,Sep 4
Ini nih baru influencer keren,2025-09-04T14:16:40.000Z,Sep 4
CHIA!!!,2025-09-04T08:31:15.000Z,Sep 4
Ini potret selebgram dan influencer yg harus difollow dan jadiin contoh. Bukan yang- (lanjutin sendiri)  PENUHI TUNTUTAN 17+8 !!!! PENUHI TUNTUTAN 17+8 !!!! PENUHI TUNTUTAN 17+8 !!!! PENUHI TUNTUTAN 17+8 !!!!,2025-09-04T08:21:23.000Z,Sep 4
!!!!!!,2025-09-04T09:00:29.000Z,Sep 4
"Para dosen dan guru di mana aja, bikin survey kecil-kecilan yuk? Tanya-tanya, ajak ngobrol mahasiswa-siswa yang kalian ajar aja, misalnya ttg gimana persepsi dan sikap mereka ttg 17+8 ini",2025-09-04T08:52:44.000Z,Sep 4
ngeliat kak  @bennysiauw89  bener gasi?,2025-09-04T08:12:16.000Z,Sep 4
"Yes, pertemuan perdana  @jerhemynemo   @ketendangs",2025-09-04T11:32:59.000Z,Sep 4
"mey @3amfairytale · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 4",2025-09-04T11:16:03.000Z,Sep 4
BANGGA BANGET COK SM PEREMPUAN PEREMPUAN INI,2025-09-04T23:35:28.000Z,Sep 5
"Ini influencer yang gue follow semua senengnya.. tp iya sih bener kenapa saat perumusan ga diinvite beberapa lembaga yang mewakili seluruh lapisan masyarakat tp tidak mengecilkan pergerakan mereka yang sampe begini sih bikin branding, bikin web. Segala gerakan berarti skrgk",2025-09-04T15:00:10.000Z,Sep 4
"Abi, Andovi",2025-09-04T08:27:01.000Z,Sep 4
KAK CIAAAAAA,2025-09-04T13:22:52.000Z,Sep 4
CHIA,2025-09-04T08:09:48.000Z,Sep 4
"Pashhh. @pepalacesh · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 31",2025-09-04T09:00:20.000Z,Sep 4
"damn abigail limuria, the woman that you are",2025-09-04T09:10:11.000Z,Sep 4
kittendust dan jerome akhirnya turun,2025-09-04T08:09:01.000Z,Sep 4
kak fathia omg,2025-09-04T11:02:29.000Z,Sep 4
CHIAAAAA,2025-09-05T10:23:16.000Z,Sep 5
LUCU BGT,2025-09-05T00:46:32.000Z,Sep 5
"Dari yang peduli isu lingkungan, pendidikan, hukum, politik, ekonomi sampai hubungan internasional ada semua........",2025-09-04T08:18:48.000Z,Sep 4
"黒沢 アルト @aseroruu · Sep 4 Parody account Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 66",2025-09-04T09:16:41.000Z,Sep 4
Mari kawal bersama,2025-09-04T08:40:59.000Z,Sep 4
Terimakasih banyak kepada sudah mewakilkan  respect,2025-09-04T08:16:56.000Z,Sep 4
YESSSSS,2025-09-04T09:22:34.000Z,Sep 4
"nangis liat ini. mikirin gmn sebenernya dari awal yang kita butuhkan bukti nyata kalau aspirasi rakyat didengar, diterima, diskusi secara baik2, gak perlu ada kekerasan dari aparat dengan embel2 ""menjaga"". hari ini semua itu terbukti BISA dilakukan (dan lagi kalo MAU)",2025-09-04T11:43:26.000Z,Sep 4
mantaappp,2025-09-04T08:14:08.000Z,Sep 4
Kak abiii,2025-09-04T12:38:30.000Z,Sep 4
"Spot Danu, PMK here",2025-09-04T09:32:26.000Z,Sep 4
Sampai menang,2025-09-04T08:25:51.000Z,Sep 4
betul ini,2025-09-04T09:49:51.000Z,Sep 4
Jejak,2025-09-04T11:40:31.000Z,Sep 4
keren keren bat dah ni influencer,2025-09-04T10:25:08.000Z,Sep 4
MOTHERRR  @ketendangs,2025-09-04T11:55:18.000Z,Sep 4
Kak chia,2025-09-04T16:19:40.000Z,Sep 4
WE WON GUYS! KAWA TERUSSS,2025-09-04T09:42:57.000Z,Sep 4
"moon @yuoeenze · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 93",2025-09-04T15:37:50.000Z,Sep 4
salut sekaligus respect bgt sama circle yg 1 ini,2025-09-05T02:15:34.000Z,Sep 5
"Tokoh-tokoh revolusioner dan aktor intelektual yang harus kita dukung guys!  Mereka ini representasi marsinah, hatta, munir, tan malaka, tjokroaminoto, dan kartini di tengah penindasan dan pembungkaman masyarakat oleh pemerintah.",2025-09-04T10:54:20.000Z,Sep 4
インドネシアの若い世代、頑張れ！！！,2025-09-04T10:19:45.000Z,Sep 4
rispeekk,2025-09-04T10:38:51.000Z,Sep 4
semoga kita mendapatkan kabar baik segera,2025-09-04T08:29:04.000Z,Sep 4
"sehat selalu orang"" baik, semoga dilindungi selalu sm Allah aamiin",2025-09-04T10:38:00.000Z,Sep 4
Omg ada kak Fathia,2025-09-04T09:08:53.000Z,Sep 4
orang² pinter,2025-09-04T08:41:54.000Z,Sep 4
Kittendust,2025-09-04T10:44:02.000Z,Sep 4
Naksir bangett sama topi nya kak Abigail. Mau punyaa jugaaa,2025-09-04T15:42:17.000Z,Sep 4
Bang ferryyy,2025-09-04T08:34:07.000Z,Sep 4
"Gak berharap ...tapi ya bismillah, kawal terus.",2025-09-04T11:45:27.000Z,Sep 4
government sebegini sampis sampe warganya ngedikte hal yg perlu dilakuin. rasanya ini bukan lagi tuntutan karna kursi2 pemimpin yg rasanya didominasi penyandang intelektual,2025-09-04T08:45:28.000Z,Sep 4
KITEMDUSSSSS,2025-09-04T09:34:45.000Z,Sep 4
"EL @elkiveing · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 24",2025-09-04T09:44:43.000Z,Sep 4
"Wahyu Setyawan @wahyustywnnn · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 11",2025-09-04T10:47:09.000Z,Sep 4
Semoga malam baik nanti membuahkan hasil yang diminta masyarakat indonesia,2025-09-04T09:24:22.000Z,Sep 4
MOTHER IS MOTHERING,2025-09-04T10:43:48.000Z,Sep 4
"baru nonton fullnya, andovi gile",2025-09-04T14:26:58.000Z,Sep 4
ILOVEYOU KAK CHIA,2025-09-04T08:42:41.000Z,Sep 4
mbakku masku <3,2025-09-04T09:01:57.000Z,Sep 4
Panjang umur dan sehat selalu!,2025-09-04T08:09:29.000Z,Sep 4
Semangat aka aka,2025-09-04T08:47:24.000Z,Sep 4
ga salah aku suka reality club,2025-09-04T08:58:06.000Z,Sep 4
"ada aja yg komen ""itu yg demo berarti anak abah ya? serius nanya"" gini ye, mau anak abah kek anak ganjar kek anak bapak emaknya kek yg penting BUKAN ANAK PENJILAT TAI WOWO dan BUKAN ANAK PERUSAK KONSTITUSI",2025-09-04T08:39:20.000Z,Sep 4
mommyyy ciaa bestt,2025-09-04T10:14:54.000Z,Sep 4
GOOO CHIA GOOO,2025-09-04T08:35:24.000Z,Sep 4
JIR ADA MAMAHHH,2025-09-04T08:07:55.000Z,Sep 4
mamah chiaaas,2025-09-04T08:25:58.000Z,Sep 4
"Semoga backingan mereka kuat, stay safe semuanyaaaaa.",2025-09-04T08:52:37.000Z,Sep 4
Kereennn!!!!! Nangis merinding banget liatnya  semangat temen2,2025-09-04T08:24:38.000Z,Sep 4
Ini baru anak mudaarggghh,2025-09-04T09:56:54.000Z,Sep 4
LETS GOOO,2025-09-04T13:10:44.000Z,Sep 4
"KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang",2025-09-04T09:38:43.000Z,Sep 4
"𓆩♡𓆪 @moonskiea · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 7",2025-09-04T12:05:12.000Z,Sep 4
Good job Malaka,2025-09-04T12:08:40.000Z,Sep 4
TETEH CHIAAA,2025-09-04T08:37:03.000Z,Sep 4
CHIA WOHOOO,2025-09-04T09:48:51.000Z,Sep 4
Bojo kulo (fathia izzati),2025-09-05T13:48:12.000Z,Sep 5
"GO GO PINKEU, knp jd makin lucu sih",2025-09-04T08:27:16.000Z,Sep 4
"@prabowo  ,  @DPR_RI  ,  @ListyoSigitP",2025-09-04T09:31:01.000Z,Sep 4
gila juga ye line upnya,2025-09-04T10:10:08.000Z,Sep 4
"teteh chia, the panutan that you are",2025-09-04T08:27:20.000Z,Sep 4
Punyaa generasi muda emas begini keren bangettt,2025-09-04T09:52:00.000Z,Sep 4
Isi tetap aja omongkosong...,2025-09-04T14:01:26.000Z,Sep 4
No justice no peace !,2025-09-04T23:07:47.000Z,Sep 5
"Love you, Kak  @abigailimuriaa",2025-09-04T08:12:28.000Z,Sep 4
"In Jakarta, celebrities and artists took to the streets to deliver the people's demands to the government regarding unreasonable policies and responsibility for the victims of the demonstrations. Outside of Jakarta, it seems to be conducive",2025-09-04T09:01:30.000Z,Sep 4
!!!  @ketendangs  idolakuuuhhh   *langsung nyetel rc on repeat*,2025-09-04T10:53:22.000Z,Sep 4
@DPR_RI  mau ngingetin kl hari ini deadline kerja kelompoknya,2025-09-05T07:54:24.000Z,Sep 5
Ternyata yang selama ini kita butuhkan adalah influencerrr,2025-09-04T12:09:46.000Z,Sep 4
eclipse ga ikutan rap  @yourbae,2025-09-04T12:45:20.000Z,Sep 4
Terlalu lelah sm otak kosong & janji halu negara ini,2025-09-04T09:49:01.000Z,Sep 4
TETEHHHH PANUTANKU EMANG TOP  @ketendangs,2025-09-04T13:38:58.000Z,Sep 4
"Ini udh minta baik2 nih tuntutan nya, jgn rusuh dulu baru gerak, ntar dikira aneh2 lg   kocag",2025-09-05T10:53:41.000Z,Sep 5
napak tilas dan berisik,2025-09-04T10:26:01.000Z,Sep 4
OMGGGGG KAK CHIAAAA,2025-09-04T09:21:48.000Z,Sep 4
Kece bat dah ah padaan,2025-09-04T09:41:50.000Z,Sep 4
orang orang hebat semua,2025-09-04T09:19:12.000Z,Sep 4
"¹²⁷ #TASTE @tyongtyongies · Sep 4 Parody account Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 51",2025-09-04T08:21:35.000Z,Sep 4
Maaf salfok kak cia cakep bgt,2025-09-04T11:05:05.000Z,Sep 4
MY KITTENDUSTTT,2025-09-04T10:41:50.000Z,Sep 4
my idol gw semuanya,2025-09-04T10:37:49.000Z,Sep 4
Para influencer datang ke Senayan dg baik-baik.   Mereka adl orang-orang yang punya followers jutaan orang. Jika di akumulasi bisa puluhan juta orang di medsos.  Apakah para influencers ini di dengar???,2025-09-04T08:12:25.000Z,Sep 4
dimana My Queen Gustika???!!!,2025-09-04T08:50:15.000Z,Sep 4
"salut sama si jerome beneran vocal banget, satu dari sekian banyak influencer yang bener-bener yang gunain pengaruhnya buat sesuatu yg positif.",2025-09-04T08:43:08.000Z,Sep 4
bisa ga tuh penuhin tuntutan rakyat? deadlinenya besok lo…,2025-09-04T08:08:36.000Z,Sep 4
hari ini anak anak Malaka turun ya,2025-09-04T08:22:06.000Z,Sep 4
noted,2025-09-05T13:42:46.000Z,Sep 5
MY IDOL KAK CHIAA,2025-09-04T09:27:54.000Z,Sep 4
makasih ya kakak kakak keren dan pinter huhuu  ini nih baru mewakili suara rakyat,2025-09-04T08:13:33.000Z,Sep 4
my queen,2025-09-04T09:39:01.000Z,Sep 4
"Kami tidak butuh 17+8 tuntutan yg tdk mewakili hidup kami, menutup marah kami, dan mematikan karakter kami.",2025-09-04T12:08:31.000Z,Sep 4
best,2025-09-04T08:24:57.000Z,Sep 4
omaga ada owen juga,2025-09-04T09:08:22.000Z,Sep 4
"aksa @aksanatya · Sep 4 Quote Bareng Warga - #BebaskanKawanKami @barengwarga · Sep 4  KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang Show more 2 319",2025-09-04T09:27:06.000Z,Sep 4
Panjang umur perjuangan!,2025-09-05T07:12:02.000Z,Sep 5
"notice ga di qrt ini banyak yg nyebut nama, ""chia"" ""jeremy"" ""abi"" ""fathia"" ""respect/keren"" dll",2025-09-07T15:20:47.000Z,Sep 7
respect,2025-09-04T11:09:45.000Z,Sep 4
"tanggal 5, skrng udh tanggal 5",2025-09-04T22:41:34.000Z,Sep 5
pantau terus sampai semua tuntutan2 rakyat itu benar2 terealisasikan! jangan sampai lengah lagi..,2025-09-04T10:48:48.000Z,Sep 4
Lucu banget pake ijo pink gini,2025-09-04T13:41:51.000Z,Sep 4
Love keren banget,2025-09-04T10:54:39.000Z,Sep 4
"yeayyy MALAKA GENGS TURUN KE JALAN, SEMANGAT SEMANGATTT",2025-09-04T10:29:06.000Z,Sep 4
kak chia my luvvvv,2025-09-04T08:48:00.000Z,Sep 4
"Pesan buat diri gua pribadi, kalau mereka ada yang merapat ke rezim busuk suatu saat nanti inget sejarah itu berulang  Jadi ga usah kaget, namanya juga manusia",2025-09-04T11:29:57.000Z,Sep 4
Cakep banget woy warna rakyat jelita,2025-09-04T09:01:04.000Z,Sep 4
gils fathia izzati keren lo   (everyone too) respect,2025-09-04T10:33:01.000Z,Sep 4
luv mba chia,2025-09-04T11:32:15.000Z,Sep 4
