text,datetime,time_text
Agak laen,2025-09-09T23:44:47.000Z,10 Sep
Minta maaf...,2025-09-09T20:30:18.000Z,10 Sep
Realisasi learning by doing,2025-09-09T16:38:28.000Z,9 Sep
"Minta maap kok cengegesan, sik mlintir omonganmu ya lambemu dewe oq pak",2025-09-09T18:52:08.000Z,10 Sep
"Belum jg kerja, udah minta maaf wkwk",2025-09-10T04:26:47.000Z,10 Sep
Ternyata taik juga nih orang,2025-09-09T14:48:54.000Z,9 Sep
"openingnya nya aja udh kaya gini, nnti klo udh beberapa bulan kinerjanya lebih buruh dari SM, sadar diri ya pak langsung mundur aja!",2025-09-11T08:17:02.000Z,11 Sep
Semakin suram,2025-09-10T00:39:22.000Z,10 Sep
Nir empathy. Fix bakalan ambyaarr Indonesia kedepannya.,2025-09-09T17:14:43.000Z,10 Sep
"Itu keknya pas sekolah otaknya doang yg di sekolahin, mulutnya kagak.",2025-09-10T11:26:02.000Z,10 Sep
make gak si ni orang ajg,2025-09-11T02:27:40.000Z,11 Sep
Pikiran dan hatimu sudah terlanjur terbaca oleh masyarakat...,2025-09-10T02:00:42.000Z,10 Sep
Ini siapa  @grok  ? Detail lengkapnya,2025-09-09T16:20:05.000Z,9 Sep
Kita kasih kesempatan kepada Menteri Koboy Semoga bisa menuntaskan permasalahan keuangan negeri ini.  Presiden telah memilih mari kita lihat dan awasi kebijakannya,2025-09-09T13:33:22.000Z,9 Sep
Badut ini,2025-09-10T02:46:24.000Z,10 Sep
Ngeri-ngeri sedap komentarnya,2025-09-09T11:53:29.000Z,9 Sep
Naaah...akhirnya klarifikasi...ditunggu statement² lainnya pak...,2025-09-09T16:28:31.000Z,9 Sep
Halah halah halah,2025-09-09T21:30:44.000Z,10 Sep
Baru day 1 udah minta open house,2025-09-09T15:22:30.000Z,9 Sep
Emangnya demo kemarin Bapak engga paham yah ada pemicu dr omongan para pejabat? Bapak ga baca/nonton berita atau ga punya sosmed kah?,2025-09-09T22:26:27.000Z,10 Sep
Kok was-was ya klo keuangan diurus sama yang “tel*dor” gini,2025-09-10T00:02:27.000Z,10 Sep
SATU GENG POLANYA SELALU SAMA WKWKWK ASBUN -  KLARIFIKASI - ASBUN,2025-09-09T15:33:20.000Z,9 Sep
Songong amat,2025-09-09T15:13:12.000Z,9 Sep
11 12 sama anaknya,2025-09-10T04:55:58.000Z,10 Sep
Serampangan,2025-09-09T23:17:16.000Z,10 Sep
Ga lama kaya nya nih bicaranya kurang di saring,2025-09-10T13:10:06.000Z,10 Sep
"Belum mengaku salah, hanya minta maaf ""kalau ada kesalahan"". Berarti mmg orangnya angkuh makanya nirempaty, orang pragmatis gak bakalan mikirin orang susah.",2025-09-09T13:26:23.000Z,9 Sep
apanya yang plintar plintir...,2025-09-09T20:04:59.000Z,10 Sep
Fix ga mantau berita nih orang,2025-09-10T01:49:14.000Z,10 Sep
tambah kacau kayanya ini,2025-09-09T14:03:12.000Z,9 Sep
-__-,2025-09-09T12:58:28.000Z,9 Sep
Ngengar ngengir,2025-09-09T13:54:26.000Z,9 Sep
males bgt punya pejabut asbun muluu heran ngomong kaga pernah dipikir,2025-09-09T20:32:24.000Z,10 Sep
Baru mulai udah minta maaf. Belum lagi anaknya ikutan FOMO. Tanda2 ga bener udah diperlihatkan dari awal. GWS Indonesia,2025-09-10T00:19:25.000Z,10 Sep
Tengil pisaaan,2025-09-09T14:36:33.000Z,9 Sep
vibenya macam orang tolol..,2025-09-10T00:57:48.000Z,10 Sep
"Kabinet Onana, blunder mulu.",2025-09-09T13:25:25.000Z,9 Sep
Mulutmu harimaumu,2025-09-10T02:30:47.000Z,10 Sep
mundur gasieeee,2025-09-09T19:13:52.000Z,10 Sep
Si gede bacot,2025-09-10T00:47:32.000Z,10 Sep
"Welcome to kabinet ""Minta Maaf""",2025-09-10T03:51:19.000Z,10 Sep
Menteri songong,2025-09-09T16:07:40.000Z,9 Sep
"Mundur bisa gak? daripada buang waktu, biaya, tenaga, rasa senegara",2025-09-10T00:56:32.000Z,10 Sep
"Maka nya mulai langkah itu dengan bismillah,supaya jgn ada sifat sembrono cc  @prabowo  ,baru melangkah aja udah gini",2025-09-09T11:21:56.000Z,9 Sep
Ingah ingih,2025-09-10T04:04:57.000Z,10 Sep
Kita bahasa Indonesia mereka bahasa kera ya gitu deh,2025-09-10T02:28:19.000Z,10 Sep
Kapan Yudhi diginiin?,2025-09-10T14:01:12.000Z,10 Sep
Isi otaknya cm bs rendahin orang lain.. calon kaya tai ini sih!,2025-09-09T23:14:46.000Z,10 Sep
"True late to cover this up, you already show us your true color",2025-09-10T03:43:05.000Z,10 Sep
"17+8 lahir dari pegiat media sosial pendukung abah Tapi narasinya mewakili seluruh rakyat indonesia Untuk media jualan begini lebih untung Daripada beritain 80+ orang yg ketangkep karena korupsi selama 10 bulan di bawah prabowo, padahal inti masalah indonesia ya korupsi",2025-09-09T14:15:48.000Z,9 Sep
dari gaya bicara nya kelihatan banget ya tinggi nya,2025-09-10T02:20:46.000Z,10 Sep
Wes raasah kakean nyocot.. kerja.. kerja kerja.. #kepaksayapmuelangrajawali #saatnyapulih #SAMUDRARAKSA,2025-09-09T13:02:40.000Z,9 Sep
minta maaf aja masih arogan. boomers ajg.,2025-09-09T15:02:37.000Z,9 Sep
"Yang dia omongkan kemarin adalah isi jujur dari kepala dan hatinya, jadi permintaan maaf ini mah percuma  Sudah tidak bisa percaya dengan orang ini",2025-09-09T23:11:08.000Z,10 Sep
Tanda tanda gak beres,2025-09-09T16:20:33.000Z,9 Sep
"""pelintir sana sini"" ga bisa ya minta maaf tuh yang tulus ga pake nyalahin pihak lain",2025-09-09T13:57:34.000Z,9 Sep
"Hadeh pemerintah kurang enak apalagi ya, ini udah dilist sama rakyatnya sendiri. Kalau tuntutan ini gak sampai ke mereka, berarti emang buta dan budeg aja. Kalau tau tapi gak terlaksanakan? Ya berarti mereka useless",2025-08-31T16:40:46.000Z,31 Agt
enak banget ya prabubu yg harusnya kerjaan dia dikerjain gratis sama masyarakat,2025-08-31T16:35:18.000Z,31 Agt
"Masih kurang puas lihat tuntutan ke DPR:   Poin 3, bahasanya jangan bekukan, tapi batalkan.! Poin 4, jangan cuma transparansi anggaran tp juga kinerja, contoh hasill reses apa, hasil kunker apa, hasil RDP apa.  Poin tambahan: Hapus tunjangan beras, tunjangan rumah dan lainnya.!",2025-09-01T00:14:57.000Z,1 Sep
"Maaf menggangu, silahkan tanda tangan",2025-09-01T01:11:14.000Z,1 Sep
ini to do list buat toodler kita kh,2025-09-01T02:55:22.000Z,1 Sep
+1 stop mainin supply bensin. Udah gaada lg orang yg mau isi pertamina,2025-09-01T01:22:13.000Z,1 Sep
Repost gais biar naik di pencarian #ResetIndonesia,2025-08-31T23:31:40.000Z,1 Sep
"Kayaknya kalau kembalikan TNI ke barak agak susah deh. Lha wong warga malah kisruhnya sama polisi, dan kelihatannya polisi keteteran makanya disuruh tembak kok sama kapolrinya.  Rumah yang dijarah pun akhirnya dijaga sama TNI.",2025-09-01T05:15:50.000Z,1 Sep
"Baca dan lakukan!  @prabowo   @DPR_RI  Sampe rakyat harus bikin beginian, ni harusnya kerjaan lu pada",2025-09-02T07:26:27.000Z,2 Sep
+1 konstituen berhak tarik dukungan kepada legislatif terpilih yg dipandang tidak mewakili aspirasi. Mereka harus mundur,2025-09-01T12:41:02.000Z,1 Sep
rakyat as kekuasaan tertinggi sudah sangat melakukan tugasnya,2025-09-01T00:33:15.000Z,1 Sep
+ Menuntut jokowi dimasupin ke got!,2025-09-01T07:22:13.000Z,1 Sep
Jelas banget ringkasannya  terimakasih sudah membantu petinggi itu untuk berfikir,2025-09-01T15:40:43.000Z,1 Sep
Enak ya d bantuin rakyat mikir..,2025-09-01T14:40:54.000Z,1 Sep
"Selamat pagi bapak presiden  @prabowo  dan  @DPR_RI , mohon di bantu untuk tuntutan dan suara dari rakyat berikut. Terimakasih",2025-08-31T23:30:32.000Z,1 Sep
"Usulan tambahan tuntutan : Bebankan seluruh biaya perbaikan aset gedung dan fasilitas umum yang rusak karena demo, kepada semua anggota DPR RI, dengan memotong gaji bulanan mereka hingga 2029. Dan Jangan menganggarkan dana baru dari uang rakyat (APBN)",2025-09-01T05:12:16.000Z,1 Sep
"Sanggupkah beliau para pemangku kebijakan melaksanakan tuntutan ini?  Agak pesimis, dengan janji dia sendiri aja banyak yg luput apalagi ini",2025-08-31T16:46:55.000Z,31 Agt
halo kakk kindly check my dm ya!,2025-08-31T16:50:02.000Z,31 Agt
Ini keknya prabowo malah g tau ada soalnya dia fokusnya malah nyari dalang2an bukan fokus ke tuntutan ini,2025-09-02T00:46:35.000Z,2 Sep
pak  @prabowo   @DPR_RI  deadlinenya besok nih,2025-09-04T11:28:12.000Z,4 Sep
"Abolish Makan beracun gratis, duit efisiensi larinya ga jelas mending buat government spending biar ekonomi muter.",2025-09-01T01:34:03.000Z,1 Sep
puntenn  @prabowo   @DPR_RI   @ListyoSigitP   @DivHumas_Polri,2025-08-31T18:41:49.000Z,1 Sep
Kira kira bakal terwujud point yg mana aja ya? menurut kalian guys?,2025-09-02T05:23:31.000Z,2 Sep
Upp,2025-09-01T08:59:07.000Z,1 Sep
Semoga terkabul tuntutan rakyat,2025-09-01T04:09:51.000Z,1 Sep
"After a week of provoking & inciting the people to ""revolt"" against the government & coordinating these protests, these are your demands?  These do not resolve the real problems, which are Western Imperialism & the Puppet Government they install. Why ""RESET""?   @BudiBukanIntel",2025-08-31T22:07:15.000Z,1 Sep
Tuntutan versi Bennix:,2025-09-02T22:50:50.000Z,3 Sep
https:// x.com/FZX230/status/ 1962252426196701423?t=MHPmq_esZSN0-3dKCoynZg&s=19 …,2025-08-31T20:34:28.000Z,1 Sep
TheGreatReset . Transparency monetary systems + national treasury assets + national budgetary ( Policy Instrument  |  Accountability) . Do not silenced its freedom speech (censorship) . Revolutionary across whole institutions and its parliament . Seized from whom trying to break,2025-08-31T16:59:18.000Z,31 Agt
kamu siapa kok ngatur?,2025-09-01T05:06:26.000Z,1 Sep
"Masalah w sama tuntutan 17+8 cuma satu,  Kepanjangan dan susah diinget. Kalah jauh sama angkatan 1966 yang bikin Tritura (Tri Tuntutan Rakyat).  Gimana mau didengar kalo tuntutan aja belibet",2025-09-01T16:12:01.000Z,1 Sep
": jadi maunya apa? : nah kami ada sekian tuntutan, dari situ ada sub tuntutan, nah poin tersebut mencangkup a b c d c e  :",2025-09-02T01:05:39.000Z,2 Sep
": jangan lupa ada gantt chart waktu yang harus ditaati, jeda waktu sekian harus !! : Karoke dulu ahh",2025-09-02T01:12:03.000Z,2 Sep
"Kalau boleh saran tuntutan baiknya dibawah tiga, bahkan satu aja lebih bagus.  Jangan sampai beri kesempatan untuk mereka berpaling dari tuntutan.  Malas ramai.",2025-09-02T01:42:22.000Z,2 Sep
"sesuai prinsip ""kalo list nya kepanjangan, ga akan ada yang terealisasi""",2025-09-02T01:09:15.000Z,2 Sep
Mangkanye apa emg sengaja?,2025-09-02T01:12:34.000Z,2 Sep
17 arah  8 misi 45 indikator utama  bappenas moment,2025-09-02T01:55:42.000Z,2 Sep
Segitu kata gue mah bikin partai,2025-09-02T01:59:17.000Z,2 Sep
Saking banyaknya masalah mas,2025-09-02T01:43:47.000Z,2 Sep
"Menurut w yg paling utama akarnya dulu sih, premanisme polikis. Baiknya fokus kesitu aja. Jangan kasih kesempatan buat mereka tutup mata masalah ini.  Lainnya arguably bisa diselesaikan lewat jalur reguler (Audiensi DPR)",2025-09-02T01:49:12.000Z,2 Sep
"Man, it’s suck to lose before the protest take place",2025-09-02T02:28:30.000Z,2 Sep
"Melihat impulsif kemaren, bisa jadi makin parah",2025-09-02T02:36:50.000Z,2 Sep
"itu dibagi bagi kok per peran, ga 1 orang ngerjain semua tuntutan, liat poinnya dong, di tuntutan tugas presiden ada 2, tugas DPR ada 3, dokus masing masing pihak beda, mereka harusnya bisa",2025-09-02T07:37:05.000Z,2 Sep
"Sebutkan tuntutan ke 15 dalam 17 tuntutan tanpa nyontek postingan IG  Kalo anda tidak ingat, betul masalah utamanya disitu",2025-09-02T08:03:54.000Z,2 Sep
Itu 2 lettu Angga Gimana si ndan klen  @mdrfhyt   @xathrya,2025-09-02T02:10:40.000Z,2 Sep
Yg kedua eksplanasi dari yg pertama adalah ndan,2025-09-02T02:33:33.000Z,2 Sep
"Bikinin, Bang yg versi 1 atau 3 seperti apa",2025-09-02T06:10:16.000Z,2 Sep
"3 aja belum tentu di turutin .. -- 17+8 bagi gw sih kaya kejatuhan gopokan duit dalam mimpi ... ---- 3 hal ""pajak - kesehatan - pendidik "" itu aja harus bunuh""an dulu baru berubah 1 baris pasal .. kalo 17+8 berapa kantong mayat bisa kali ratusan...",2025-09-02T01:54:03.000Z,2 Sep
termasuk yang ga jadi topik demo kemaren2 pun masuk,2025-09-02T01:16:56.000Z,2 Sep
"Benar. Gue juga sepakat ini. Banyak banget pokok persoalan berulang yang ga kena juga. Tapi ya udah deh, buat sekarang gitu dulu aja daripada ga gerak-gerak.",2025-09-02T03:42:55.000Z,2 Sep
Tritura 2025  1. Reformasi DPR besar besaran 2. Reformasi Partai Politik 3. Reformasi Sistem Perpajakan,2025-09-02T03:01:33.000Z,2 Sep
"1. Cabut RUU TNI, batalkan RUU POLRI + cabut semua aparat dari jabatan sipil, persempit tupoksi TNI/Polri  2. Sahkan RUU Perampasan aset, transparansi kekayaan dan aliran dana pejabat 3. Efisiensi anggaran yang berujung penurunan Objek & Tarif PAJAK, kurangi K/L, cabut jab wamen",2025-09-02T03:08:50.000Z,2 Sep
"Jujur, menurut ane mending di""triturakan"" ke poin2 pokok yg jelas ""kasat mata"" dampaknya  Which is, klo per list 17+8, berarti yaa fokus ke poin 1, 2 (dua2nya terkait DPR n parpol, yg skrd jd spotlight utama) dan 5 (reformasi isilop)",2025-09-02T02:56:43.000Z,2 Sep
"pas banget gua baru mau nyeletuk ginian, ternyata udah keduluan. apa gak ada yang mau bikin semacam slogan baru dengan tuntutan utama yang lebih fokus? atau udah keburu keambil sama yang sekarang? agak sayang kalo semangat perjuangan yang kemarin gak bisa dijaga momentumnya",2025-09-02T12:56:19.000Z,2 Sep
"Kak, yaudah, langsung bikin singkatannya aja please. Ya Allah. please langsung ngasih masukan",2025-09-02T01:23:17.000Z,2 Sep
Ini kali pack,2025-09-02T03:27:47.000Z,2 Sep
Masalah terlalu banyak dan banyak masalah dianggap genting,2025-09-02T08:01:12.000Z,2 Sep
"Udah tau negara males baca, malah dibikin  panjang",2025-09-02T04:45:48.000Z,2 Sep
"jangan gitu, orang-orang pintar terpilih itu",2025-09-02T08:13:48.000Z,2 Sep
ini diaaaaa,2025-09-02T01:20:26.000Z,2 Sep
"Klo kata gua sih satu poin, tegakkan Pancasila dan UUD1945 wkwk, itu semua kelakuan pemerintah melanggar prinsip pancasila, lihat aja keadilan sosial yang harus bayar dulu, kemanusiaan yang adil juga ga ada. Tuntutan bare minimum. Tapi rentan dijadiin propaganda fasis ama pmrnth",2025-09-02T07:20:33.000Z,2 Sep
Gausah ikut ikutan kecuali emang niat hati mau redemption arc om,2025-09-02T22:26:47.000Z,3 Sep
ntar naq xtwiter pada mara2 nga kalo nyang maju perwakilan ke dewan yutuber inferior,2025-09-02T03:56:12.000Z,2 Sep
iya lg i feel like this jg honestly gw cuma repost aja & agree w/ everything w/o memaknai satu per satu krn negara ini sejelek itu & yang harus dibenerin lebih dari 17+8,2025-09-02T10:52:56.000Z,2 Sep
"KONFERENSI PERS TUNTUTAN 17+8   ""Kami tidak butuh nanti, kami tidak butuh janji, Kami ingin bukti konkret, kami ingin progress yang nyata, jadi kerjakan tuntutan tuntutan rakyat"" Abigail Muria.  ""Setiap nyawa yang hilang, setiap keluarga yang berduka, Setiap warga yang ditahan tanpa kejelasan adalah pengingat bahwa tuntutan ini bukan sekedar daftar poin. ini semua adalah aspirasi yang nyata karena itu 17+8 bukan hanya dipandang sebagai pekerjaan administratif saja tertapi sebagai panggilan untuk mengembalikan martabat dan keadilan bagi rakyat"" Fathia Izzati",2025-09-04T08:05:53.000Z,3.05 PM · 4 Sep 2025
FATHIA IZZATI MY IDOL YOU’RE THE BEST,2025-09-04T08:16:40.000Z,4 Sep
Makasih para pejuang suara rakyat.stay safe,2025-09-04T08:22:23.000Z,4 Sep
Meanwhile...  Gede ini nominal ngeBUZZnye. Auto rame diktiktok pasti. Bikin saingan buat pecah belah.  Tai juga lu den den,2025-09-04T08:27:26.000Z,4 Sep
"Tambahin dong, Hukum mati influencer yg dukung",2025-09-04T08:12:19.000Z,4 Sep
"Benar! Rakyat berbicara bukan untuk jadi hiasan telinga, tapi untuk diperhatikan. Tuntutan itu bukan sekadar catatan demokrasi, melainkan perintah moral yang wajib dilaksanakan. Jangan tunggu besok—kalau bisa hari ini, ya kerjakan hari ini!",2025-09-04T09:43:59.000Z,4 Sep
abis liat kak abigail di close the door. dan liat doi sekarang turun kakk you're best!!,2025-09-04T08:09:16.000Z,4 Sep
"Abigail keren sih. Eksekusi aja itu DPR-nya, suruh kerja habis-habisan kayak zaman romusa",2025-09-04T11:24:48.000Z,4 Sep
"Sheeeesh, those pictures look so damn strong! Semangat semuanya yang bersuara, rakyat bersamamu!",2025-09-04T08:29:36.000Z,4 Sep
"Enih pemerintah pasti nganggep nya buatan AI, kan ajg. Soalnya budiman kemarin bilang nya ""hasil AI""",2025-09-04T09:18:01.000Z,4 Sep
Dari DPR/Pemerintah ada yg nemuin pendemo gak ?,2025-09-04T08:06:43.000Z,4 Sep
"Pergerakan dikabupaten kecil ini polisi2 dateng ke sekolah bersama guru2 ngecek hp anak2 karna katanya takut mereka terhasut ikut demo padahal disini sepi ngga ada demo apapun, sampe anak sd tau hoax kalo ngomongin demo nanti dicari polisi",2025-09-04T12:48:49.000Z,4 Sep
TOLONG YAA INI PEMERINTAH JANGAN TUTUP MATA DAN KUPING. MASYARAKAT INDONESIA UDAH PINTER2 DAN KEREN BGTT KAYA GINI,2025-09-04T10:24:16.000Z,4 Sep
"Tuntutan lu-lu pade diulas tuh, Bennix konten kreator YouTube. Dan dapat tittle tuntutan kacangan. Alias tuntutan recehan, remeh temeh, cuman kulit ajah. Tonton sendiri dah, biar paham beda kelasnya yang sudah kenyang asam garam dengan yang masih berkutat di teori",2025-09-04T10:28:58.000Z,4 Sep
"Perasaan rejim sekarang tu makin jauh dari pancasila dan semangat gotong royong tapi jadi jongos oligarki. Full support kapitalis, berasa jalanin negara kayak jalanin bisnis bukan bernegara",2025-09-04T13:58:27.000Z,4 Sep
Tuntutan terpenuhinya 19 juta lapangan pekerjaan termasuk ke poin yang mana?,2025-09-04T13:25:38.000Z,4 Sep
Source:  http:// Kompas.com,2025-09-04T14:07:21.000Z,4 Sep
itu yang cowo jaket item topian siapa ya namanya? sering muncul di IG,2025-09-04T08:10:38.000Z,4 Sep
Mantap cair nasi rendang isi lengkuas,2025-09-04T08:31:05.000Z,4 Sep
"Coba begini sejak awal demo, tanpa harus ada 8+ korban jiwa, malah pada WFH atau kabur ke singapore/sydney",2025-09-04T10:04:42.000Z,4 Sep
Ada jerhemy owen juga,2025-09-04T08:15:48.000Z,4 Sep
GOKIL ! JEROME TURUN!!!,2025-09-04T09:34:26.000Z,4 Sep
Mari kita roleplay jadi warga tiktok Kalian akan komen apa ketika melihat ini - - - -  yang menang nanti diisep  @BudiBukanIntel,2025-09-04T08:50:50.000Z,4 Sep
"Janji manis udah terlalu sering, rakyat butuh bukti. 17+8 = suara buat martabat & keadilan. Bukan PR administratif, tapi kewajiban moral yang nggak bisa ditunda",2025-09-05T01:40:10.000Z,5 Sep
Stay safe guys,2025-09-04T08:21:31.000Z,4 Sep
kek kenal yang cowo pake topi itu siapa namanya btwmm,2025-09-04T08:12:31.000Z,4 Sep
@grok  akankah tuntutan itu dipenuhi oleh pemerintah?,2025-09-04T15:25:10.000Z,4 Sep
Ini aksi ada info nya ga sih atau ytta,2025-09-04T17:07:05.000Z,5 Sep
@pikaso_me,2025-09-04T10:04:29.000Z,4 Sep
@tweetpic,2025-09-04T10:04:06.000Z,4 Sep
ABIIII,2025-09-04T13:17:01.000Z,4 Sep
Terima kasih pejuang rakyat..,2025-09-04T11:41:08.000Z,4 Sep
kittendust my hero,2025-09-04T11:01:47.000Z,4 Sep
beauty with brain!,2025-09-04T11:46:41.000Z,4 Sep
Makin cinta gw sama Reality Club,2025-09-04T11:15:40.000Z,4 Sep
"Terimakasih buat para pejuang2 rakyat! Stay safe, jaga diri",2025-09-04T11:19:05.000Z,4 Sep
chiaaaa my pretty girl,2025-09-04T12:01:08.000Z,4 Sep
"Pertama tahu Chia di 2016 ketika gak sengaja nemu video Youtube dia '21 Accent'. Setelah itu selalu ngikutin vlog-vlog-nya. Gak nyangka hari ini lihat dia ada di barisan perjuangan. Terharu, dan bangga.",2025-09-05T02:12:15.000Z,5 Sep
Abigail Muria cs,2025-09-04T14:28:15.000Z,4 Sep
waaah ada owen juga,2025-09-04T08:59:39.000Z,4 Sep
Tambahin juga turunkan harga BBM,2025-09-04T09:58:58.000Z,4 Sep
ada chia  @ketendangs,2025-09-04T08:37:50.000Z,4 Sep
"Tetap kawal dan jangan sampai ada  penokohan setelah ini, soalnya anggota DPR baru ""buka jalan"" kalo influencer yg turun, bukan grassroots",2025-09-05T02:49:26.000Z,5 Sep
my love KITTENDUST!!!!!,2025-09-04T11:15:58.000Z,4 Sep
Demo hari ini selesai jam berapa yaa? Pengen ikut tapi baru pulang kerja jam 5,2025-09-04T09:16:29.000Z,4 Sep
Terima kasih untuk kalian yang sudah menyuarakan di sana!,2025-09-04T08:23:25.000Z,4 Sep
"Bang  @dhanuriza  , bang  @Bimo_KY  gak diajak?",2025-09-04T08:14:20.000Z,4 Sep
ciaaaaaa,2025-09-04T13:58:53.000Z,4 Sep
Yang nyanyi2 mana bang,2025-09-04T08:23:18.000Z,4 Sep
Jadi harus pake pesohor dengan follower gede baru mau disamperin sama anggota dpr langsung?,2025-09-05T13:27:48.000Z,5 Sep
PENUHI TUNTUTAN 17+8 !!!! PENUHI TUNTUTAN 17+8 !!!! PENUHI TUNTUTAN 17+8 !!!! PENUHI TUNTUTAN 17+8 !!!!,2025-09-04T23:58:17.000Z,5 Sep
Ada video rerun nya gk?,2025-09-04T09:33:40.000Z,4 Sep
Tuntutan 17+8 ada reformasi total institusi polri nggak?,2025-09-05T12:38:23.000Z,5 Sep
h-1 nih yuk bisa yuk SKS,2025-09-04T10:31:54.000Z,4 Sep
Keren mas  @dhanuriza,2025-09-04T09:49:18.000Z,4 Sep
teh cia keren sekali,2025-09-04T16:49:06.000Z,4 Sep
"OWEENNN, the man you are",2025-09-04T08:25:20.000Z,4 Sep
Bravo,2025-09-04T17:32:37.000Z,5 Sep
abigail & chia idolaku,2025-09-04T09:05:05.000Z,4 Sep
Disebut anak abah juga ya mereka? Nanya aja ini mah. Bukan ngajak ngeruntuhin rezim oslo.,2025-09-04T08:15:47.000Z,4 Sep
Luar Biasa Kalimat Kalimat Mereka,2025-09-04T14:45:47.000Z,4 Sep
CIA CIA CIA CIA,2025-09-04T08:18:33.000Z,4 Sep
KITTENDUST YOU ARE MY FOREVER IDOL,2025-09-04T09:24:08.000Z,4 Sep
Love you Chia,2025-09-04T08:32:06.000Z,4 Sep
Ayo public figure yang lain juga yuk turun. Kita bisa!,2025-09-04T08:26:48.000Z,4 Sep
Kok ak ga nemu poin turunkan gaji dpr,2025-09-04T16:04:40.000Z,4 Sep
Kittendust goated fr,2025-09-04T09:03:43.000Z,4 Sep
Kacung soros  mulai,2025-09-04T08:20:37.000Z,4 Sep
Idola bgt emang Abigail ini,2025-09-04T08:07:41.000Z,4 Sep
Abigail limuria,2025-09-04T08:57:06.000Z,4 Sep
semangat trus abang abangg,2025-09-04T08:12:49.000Z,4 Sep
dikerjain ya Dewan Perwakilan RAKYAT jgn hanya diterima,2025-09-04T09:02:55.000Z,4 Sep
AAAAK CHIA YES GURL,2025-09-04T09:52:27.000Z,4 Sep
adaa owen dah besttt,2025-09-04T15:52:42.000Z,4 Sep
Fathia Izzati my girlll,2025-09-04T10:16:32.000Z,4 Sep
nah ini org² pinter. yg di dalem gedung baru deh org² xxxxxx,2025-09-04T08:41:05.000Z,4 Sep
ini tadi siang kah?,2025-09-04T11:11:16.000Z,4 Sep
Kalo bener 17+8 ini di sahkan+realisasi kita bakalan rasain secercah atlantis itu di tanah air cuy,2025-09-04T11:11:29.000Z,4 Sep
btw yang pake kacamta itu bang ferry ya? kerennn,2025-09-04T08:14:58.000Z,4 Sep
btw banyak juga ya selebgram disana yang ikut,2025-09-04T08:14:26.000Z,4 Sep
KONFERENSI PERS nya semogaa berhasill dan lancar,2025-09-04T08:14:13.000Z,4 Sep
"Keren banget... Tapi kita selalu ingat hal2 yg terus terjadi di negeri Konoha ini. DAN ITU BERLANGSUNG TERUS MENERUS..!!! Akbar tanjung demo, jadi pejabat, korupsi. Budiman, Fahri, Fadli demo, jadi pejabat malah bangsat. Sekarang kaum muda malah langsung menjilat.. @psi_id",2025-09-04T09:40:12.000Z,4 Sep
"They're the best part of Indonesia, better than stupid people like this!",2025-09-04T09:12:46.000Z,4 Sep
Ecek ecek ini mah,2025-09-05T03:58:45.000Z,5 Sep
"Makanya, jadi rakyat itu yang BERPARAS RUPAWAN. Karena martabat dan keadilan ialah HAK bagi BANGSA PARAS RUPAWAN.  Salam Mewing",2025-09-04T15:40:33.000Z,4 Sep
"Keren banget... Tapi kita selalu ingat hal2 yg terus terjadi di negeri Konoha ini. DAN ITU BERLANGSUNG TERUS MENERUS..!!! Akbar tanjung demo, jadi pejabat, korupsi. Budiman, Fahri, Fadli demo, jadi pejabat malah bangsat. Sekarang kaum muda malah langsung menjilat..@psi_id",2025-09-04T09:40:12.000Z,4 Sep
"“Saya kira ini masuk akal,” ujar Presiden Prabowo Subianto, menjawab pertanyaan Narasi, sembari membaca naskah Tuntutan Rakyat 17+8 — daftar berisi 17 poin tuntutan jangka pendek dan 8 tuntutan jangka panjang yang dilayangkan kepada pemerintah untuk membereskan sejumlah hal, mulai dari kinerja parlemen, reformasi kepolisian, hingga isu ekonomi.   “Saya kira tidak boleh ada kriminalisasi demonstran. Demonstrasi dijamin oleh undang-undang. Berkumpul, menyatakan pendapat, itu sah. Tapi harus damai, sesuai dengan aturan. Jadi sebenanrya gerakan yang di luar jam 18.00 itu tidak sesuai aturan,” lanjutnya.   Narasi juga sempat menanyakan komitmen dan cara pemerintah untuk memastikan aparat bersikap proporsional dan sesuai prosedur dalam menghadapi aksi demonstrasi.   Dialog ini bagian dari pertemuan Prabowo dengan sejumlah pemimpin media di kediamannya di Padepokan Garuda Yaksa, Hambalang, pada Sabtu (6/9).  | Narasi Daily",2025-09-08T06:54:57.000Z,1.54 PM · 8 Sep 2025
"UU menjamin sampai malam hari, gak ada sampai jam 6 sore di dalam UU, itu aturan polisi aja. Demonstrasi masyarakat selalu damai, yang gak damai itu pemerintah, mereka pura-pura budek dan gak peduli, lalu kerahkan aparat.",2025-09-08T07:40:21.000Z,8 Sep
"Ah.,biasanya nyalahin antek antek asing",2025-09-08T08:15:42.000Z,8 Sep
"harusnya ada poin mengenai calon independen (non-partai) bisa jadi anggota DPR, biar aktivis independen bisa masuk DPR tanpa berhutang ke partai tapi ke rakyatnya aja",2025-09-08T07:16:30.000Z,8 Sep
"Jawabannya cari aman banget ya. Ga ada yang bisa dijadikan jaminan di semua omongan beliau yang cuma ""saya kira, saya kira"". Lagian pak, perihal aturan jam demo itu gak ada di UU, cuma berlaku di aturan polri aja",2025-09-08T09:36:49.000Z,8 Sep
